,listing_id,pos,neu,neg,compound,name,latitude,longitude,review_scores_rating,neighbourhood_cleansed,distance_airport,distance_tophub,distance_prudential,distance_royale,distance_harvard
4282,28027356,0.3473102019666666,0.6473870202666667,0.005305555566666666,0.4079061750666666,CLOSE TO BOSTON UNIVERSITY 2Beds/1 Bath+1Parking,42.34669385930839,-71.13538051854295,92.0,Allston,6.569981939513751,2.6384301472775737,2.706765076678423,3.581899918283918,2.3286906401404264
4136,27284306,0.3472095238571429,0.6441666667142857,0.00862380957142857,0.4904385714285714,Boston Brownstone,42.343110181455295,-71.07080368950929,100.0,South End,3.496729922004786,0.7081558485970315,0.6612375471868085,0.5414031429226713,4.332905881078433
3232,22267104,0.34717938770434775,0.6305903997565216,0.014335705304347825,0.45794356346086956,Separate EnSuite Pvt Entry+Pvt Bath+Keyless Luxury,42.33505344083928,-71.02636833443748,100.0,South Boston,2.276467688817875,3.0478532066897643,2.9937969439046146,2.2537163248623733,6.556807546439101
2582,19650995,0.3471676339687499,0.6440067708125,0.008825595281250001,0.5436523388125,Home away from home on Washburn street #2.,42.324665033828545,-71.05859256142809,100.0,Dorchester,3.778304343228964,1.986855704907679,1.9769150634097508,1.7792421987293674,5.629691545252595
594,5371051,0.347122460574468,0.6283702415212765,0.019455258920212763,0.4761763385585105,Beautiful 3 bedroom Dorchester MA,42.31338580811588,-71.0652554355803,96.0,Dorchester,4.5945932273390175,2.477074645874095,2.4920697887383336,2.5217005780713166,5.965984276380919
2838,20929696,0.34711979512790697,0.6428813492093023,0.009996530093023256,0.4596321664069766,West Rutland Square one bedroom perfection!!!!,42.34225749803038,-71.08079257016342,94.0,South End,3.98491655153309,0.3330197055245505,0.3485876138381223,0.9425062283275886,3.9715447242726265
2626,19875422,0.3470564815555556,0.5983231481111111,0.054634259222222224,0.39469787033333337,"Cozy, Comfortable bed and Convenience",42.346200160779965,-71.13670546832886,96.0,Brighton,6.643281754430096,2.706338407078402,2.7751996001290653,3.6518594448698583,2.3583573366590875
3355,23000887,0.3470545838333334,0.613962215125,0.018172437166666666,0.4381012282500001,Private room in Allston,42.3538219340516,-71.12933753392127,99.0,Allston,6.183054443203984,2.38283416847689,2.440974229989509,3.2764777417692117,1.894708034915466
1662,14472483,0.3470326420967743,0.6378319508225809,0.012458659758064514,0.4871658601774195,Bright 2BR in Financial District by Sonder,42.35735303219322,-71.0532572377487,93.0,Downtown,2.3061119871895963,1.7356851519619243,1.655520209656089,0.8121909442389025,4.664799629926466
139,777903,0.34702354574999994,0.63430049940625,0.010198276312500002,0.5131335184375001,A suburban feel in the city,42.30757425614119,-71.13463036679991,95.0,Jamaica Plain,7.552116810944388,3.7401280120589178,3.8187052971580386,4.588862378182968,5.026445777632339
2905,21190750,0.347000086892562,0.622632815198347,0.011861666999999998,0.48044286124793395,2 Bed Separate Suite Pvt Bath Pvt Entry Keyless,42.33332765273236,-71.02759407435522,100.0,South Boston,2.4104967327533604,3.021054032730267,2.9696873848334318,2.256113571059006,6.559862831687783
2574,19593368,0.34698643116129035,0.6411925242903225,0.011817460322580645,0.46131180235483854,COZY THEATRE DISTRICT STUDIO NEAR BOSTON COMMON,42.35199095108399,-71.0652093344532,88.0,Downtown,2.9976614334551877,1.026467759520424,0.9472453374813037,0.1440387832723783,4.25195175162473
1516,13594886,0.34692763497540974,0.6332587437158477,0.012281387480874316,0.4803189152923495,"Modern Guest Room, Private Bath near airport/city",42.36849763182431,-71.03370610351725,96.0,East Boston,1.2499552362667838,2.9818184815136153,2.901087955562114,2.0742358971425117,5.448737615484849
1032,8801250,0.34691425366666667,0.6278761203333331,0.012003156527777777,0.48214470175,Cute & Comfy in JP!,42.31161781831933,-71.10385272556012,94.0,Jamaica Plain,6.097297837327457,2.6175306708869277,2.684443499449748,3.291779047222142,5.071854714835844
1287,11826815,0.3468697916875,0.6199296875,0.012390625,0.4951676562500001,Terrestrial Paradise of Eternal Love,42.29956291644425,-71.11283944617206,98.0,Jamaica Plain,6.9806065211287915,3.5647418064173326,3.6327666958611475,4.2362419898219255,5.732822815820823
4194,27556735,0.34686111111111106,0.6474166666666666,0.005722222222222222,0.4350671296666666,Private & Elegant Room for 2 Guests in Boston,42.302613457989075,-71.0647364743911,96.0,Dorchester,5.183908486540082,3.1844388150357106,3.2055997075281533,3.265446676110253,6.574214883425923
1850,15374913,0.34685735419266067,0.6337978113119266,0.01169525495412844,0.46409722922935776,Bright Modern Home - Near Airport,42.37693617954413,-71.03382776949017,95.0,East Boston,1.4662241756075438,3.311354836504618,3.231195394233389,2.4728086064065917,5.3857159395633225
1370,12581300,0.34681385272727266,0.6520562770909092,0.0011428571818181818,0.43800627700000005,Private room in South Boston,42.33084494929657,-71.05246030853044,98.0,South Boston,3.2511584050356057,1.9374257164518853,1.9064281323608936,1.4775298627459148,5.592698985462231
2915,21237147,0.34680938659154925,0.6321703890140846,0.016332430943661973,0.4225490186619719,West Rutland Square 1 bedroom PERFECTION!,42.34192150445901,-71.07957522613313,91.0,South End,3.937574305121532,0.3853232697150935,0.3906277034849088,0.9055516361899518,4.0336907668418425
2761,20650467,0.3468012365476191,0.62986844675,0.017383888119047616,0.46607997576190496,Amazing 2BR/1BA near TD Garden by Domio,42.36665627828837,-71.05574071797426,96.0,North End,2.3628336508980077,2.0007826717646235,1.92173615465942,1.2597167579666202,4.362845605939492
1697,14646704,0.346792018494382,0.6424509314606741,0.007948730078651687,0.454487478022472,2 BDRM next to Boston College + TRAIN,42.34034064407585,-71.1522165208981,93.0,Brighton,7.506606027494154,3.5264476843123345,3.599531106563123,4.4861790410553235,2.842019915064647
3673,24251449,0.34678295203333337,0.6339370098000001,0.019296704799999998,0.4758078088333334,"Spacious Luxury, Incredible Views - Walk Boston!",42.36336404819704,-71.06452730412136,98.0,West End,2.815755179788743,1.5267066503105227,1.4497541145726416,0.9294288052385968,3.985837406040957
120,585148,0.3467208382424242,0.6488155254242424,0.004463636363636364,0.47508975854545465,Trendy Loft in the South End,42.3381795920964,-71.06462945503596,94.0,South End,3.3939995492190467,1.140032913202747,1.105325608048579,0.8117327256886201,4.7900857167188615
4634,29648289,0.34665555540000004,0.6515666668,0.0017777778000000002,0.45798222220000007,"Rm #3  Safe Area,  8 min walk to JFK-T, City Views",42.31519049010791,-71.05256729369107,100.0,Dorchester,4.1166364565911255,2.6910168457651626,2.686379849581093,2.487672100032222,6.307350936008556
1489,13378923,0.34657313298484843,0.6408228611818182,0.010007234560606062,0.4685687790378789,Montgomery Place - Studio (Room 6),42.343861907373025,-71.07419704066525,99.0,South End,3.631447799872681,0.5271069757945953,0.48249701166571146,0.6087550404653633,4.162696729424182
3982,26252951,0.3465720834615385,0.6129578033076922,0.011159867897435897,0.4872806676410255,Southie Home | Walk to Beach | Patio with Fire pit,42.33359530963305,-71.0494229966343,99.0,South Boston,3.0061257449433163,1.975611593856997,1.9355227560402504,1.3971422844609436,5.605187528870963
595,5371687,0.34655536145652177,0.6359408034347824,0.0071219694130434785,0.48485042289130453,"Chic, Stylish 1 BD on Beacon Hill",42.35839047029281,-71.06209849436034,98.0,Downtown,2.7329912495595012,1.382688317435603,1.302122020949478,0.6108562780443572,4.215743468737188
2092,17158062,0.34652156400000006,0.6348318825636362,0.01864839327272727,0.4277479037454546,3 Bedroom Apartment by the Park,42.304131429730745,-71.10504370967672,92.0,Jamaica Plain,6.472236562524838,3.120350794308819,3.1850309390746196,3.752115363666627,5.538640456483755
1206,10749794,0.34651996306716426,0.6339798607313433,0.008128718552238809,0.4887366464477611,*Massage Chair* Queen/Twin Downtown/Ocean 37B,42.33305541140794,-71.04840479578142,99.0,South Boston,2.9988324581163295,2.0389869836132126,1.9991959163182105,1.4581617108465494,5.669276760667049
4253,27879776,0.34651547621428574,0.6279083332857143,0.025576190500000002,0.4494859524285714,Private room near transit/Keyless self check-in,42.25098717755535,-71.1172544245642,97.0,Hyde Park,9.64358568459858,6.812068627980094,6.8713253733195145,7.3242722055961265,8.996274467442339
4763,30297104,0.34650865814285714,0.6237857142857143,0.029705627714285716,0.46612575742857143,Cozy Private Bedroom in a Beautiful House,42.33806743428639,-71.15074826045637,91.0,Brighton,7.471995869366192,3.474756279689969,3.5493759701825787,4.4381395740197185,2.9785069919159506
1109,9541357,0.34648804946428563,0.6374673076785714,0.016051785714285716,0.42533330128571434,Kendall Square 2 Bedroom Apartment!,42.36243510996654,-71.06884712900447,98.0,West End,3.040517958484788,1.3406019549354167,1.266443662357964,0.8800958337859285,3.795460192683107
4049,26655662,0.3464476530285715,0.6256034354000001,0.0136729932,0.44824747271428567,"Cozy Room (10 min T ride to Downton, Boston)",42.31562796036971,-71.05704337127312,97.0,Dorchester,4.218832400778948,2.535731042393345,2.5364673265432423,2.4067097104759863,6.1267315764197585
1029,8774554,0.34641794869230763,0.6477897436153844,0.0057794871538461535,0.45681474361538454,Historic Charlestown|Quaint Roomy|2BR 1BA,42.37465390075457,-71.05908490214381,86.0,Charlestown,2.6086767563044506,2.319264077364545,2.2460006412365896,1.7390244709847207,4.106884418484219
109,497810,0.3463696460149813,0.6340966683558051,0.012132015089887638,0.4744546876441949,"LOCATION, LOCATION, LOCATION, 3BDR DWNTWN",42.35439297534615,-71.06009357094518,95.0,Downtown,2.698024804627694,1.3322584578150296,1.2523885634101417,0.4165619963722471,4.416242479045549
4875,31271757,0.34631730774999997,0.51093269225,0.01776923075,0.39970128225,"Cozy, Quiet, & Modern Studio on Green Line",42.347622874689286,-71.13525395084285,100.0,Allston,6.551138265883473,2.6330104623339956,2.7002904830985144,3.57198591404527,2.2653084372784575
920,7914359,0.3462995535900001,0.6370037264000001,0.011277436274999999,0.47624986686999987,Spacious Downtown Two Bedroom,42.355201702029184,-71.06056985300016,94.0,Downtown,2.7060378722569234,1.3341608880359774,1.253812892596667,0.44504192837525586,4.371501527859838
2292,18473519,0.34628751987500006,0.6293557341249999,0.00976934525,0.460908318475,Shared Space for the Social Traveler 4.51L,42.31850537170742,-71.08136769845403,97.0,Roxbury,4.906167114155965,1.9375175951899584,1.977497061340104,2.3145536582099364,5.187021986381351
817,7222349,0.3462795437261906,0.6319093267142859,0.012090608023809523,0.46186421555952395,M&R - Front Bedroom Bathroom Parking - Walk to T!,42.2934727383476,-71.05580400147454,95.0,Dorchester,5.51211483809118,3.9328928712871067,3.9490516245954845,3.9279713228300346,7.353610840880549
3909,25787914,0.346277083375,0.6491479166249999,0.00460625,0.5400335416250001,"Private Bedroom-Queen & Double, Near Red Line T",42.284098531863464,-71.07043053014176,100.0,Dorchester,6.4305501480461515,4.362649897033067,4.39526035841125,4.549957508438245,7.512314592653769
2442,19103623,0.34622894454285713,0.6361247422857144,0.010516096685714287,0.4554889673428572,Private Rm by Harvard Sq- NO SHARING Rm with other,42.36054296952939,-71.13252354871061,90.0,Allston,6.30180960360062,2.6733245117908857,2.721979300474323,3.505850872961201,1.4048317234610948
299,2277821,0.3462286626979864,0.6318150428187918,0.014964292234899326,0.4760517208523489,Sparkling New 2BR / 2BA in Back Bay,42.349237357940176,-71.08452694664723,99.0,Back Bay,3.998472766192568,0.19100436235628945,0.17741530401714628,0.9724232416939554,3.517185658960773
1462,13249829,0.34622777783333336,0.6396388888333334,0.014133333333333333,0.5074199998333334,748$ / week sunny & renovated 2 BDR in Beacon Hill,42.36038187728936,-71.06780657681584,100.0,Beacon Hill,3.001136829421597,1.2611723736386427,1.184153094260849,0.7312338983600477,3.8937337859777936
3220,22228550,0.34622146466666665,0.6375898147777779,0.016159090888888887,0.4241597727222222,Union Park Bedroom - Two Bunks,42.34296365441962,-71.07211160809996,98.0,South End,3.561281645242643,0.6491208099781307,0.6059033032321332,0.5858307462434701,4.285256169232714
3352,22981769,0.3462124045185185,0.6351925925925925,0.007137331,0.4252795267037038,Casa Luna,42.24547961753335,-71.11629048156634,96.0,Hyde Park,9.930652490229594,7.169048291195498,7.227189539658759,7.663049525216004,9.379605270557123
1800,15148487,0.34613359447200004,0.635298317576,0.010804650119999998,0.4758234274080001,BEAUTIFUL BEACON HILL 2 BEDROOM!,42.35766764923596,-71.07098679469102,98.0,Beacon Hill,3.1896432261245633,1.0129848051423118,0.9360659887772025,0.6027160691047347,3.8148917975077064
725,6552654,0.3461252834074073,0.6337543101028803,0.011343602152263375,0.48510945985185155,Quaint Renovated Rowhouse,42.34230868140715,-71.08279042616411,95.0,Back Bay,4.0772779334266325,0.2954214881319857,0.333965288496124,1.0269663415123718,3.893064536650595
1039,8859689,0.34610462301886785,0.6398896593962264,0.006859634094339622,0.4614230431886793,Spacious Boston 2 BR Apt near train and airport #3,42.37574654762358,-71.02989413558956,92.0,East Boston,1.2527272460680494,3.42036004823119,3.33976751456601,2.5514549060484604,5.5909296761200205
3479,23396093,0.34610277783333326,0.6282513888333333,0.0048125,0.5097776388333334,Beautiful 1BR in Fenway by Sonder,42.34277101028891,-71.10223406012756,97.0,Fenway,4.997284760756439,0.9761527468097485,1.0536405659583203,1.9416963002255876,3.2024373879167527
1291,11866651,0.3460922188264839,0.6362283528401826,0.009480293324200913,0.48716220832876683,3 BR|2.5 BA Renovated House Parking Top Location,42.350760764387324,-71.06585080123416,98.0,Downtown,3.0562877152048253,0.9669952208265391,0.8891256003966244,0.05996186265016337,4.262847684947666
2852,20978478,0.34606783223076926,0.6436284381538463,0.010290909076923076,0.45556296038461547,Unwind from City Vibe in Modern/Bright 1BR,42.279308973411716,-71.13505551661468,97.0,Roslindale,8.761572549624397,5.329051885870347,5.400438528296771,6.035562502795592,6.975319579814928
2865,21026534,0.3460575757272728,0.6397742424545455,0.014168181818181818,0.36943000000000004,Pleasant 1BR in Brighton by Sonder,42.3380956935896,-71.15315653016279,91.0,Brighton,7.59081172352904,3.5960640502972003,3.6704847712059037,4.559042974798665,3.00399524455116
182,1175376,0.3460353665694445,0.6338068532361112,0.008438468,0.46399767751388904,Renovated in So End|Balcony|Fun Area| 2BR 1BA #2,42.33903880877507,-71.08104419980938,88.0,Roxbury,4.09139711030626,0.5357136323493891,0.5644339689936699,1.0922294456194896,4.112654879673475
345,2881388,0.34600958135443055,0.6359661129556965,0.009605554455696202,0.49620366147468364,3BR / 2BA + Prvt Deck in Back Bay,42.347616590105844,-71.08494956680563,98.0,Back Bay,4.052135412319301,0.0945523711927379,0.1287163529833631,1.0055789488356779,3.569778625405102
2353,18756360,0.3459260060676692,0.6385520421203007,0.01293849642857143,0.4360027799849623,Comfortable Stay,42.33009290931322,-71.0930767220975,94.0,Roxbury,4.926786933708024,1.2280774303042852,1.2950919705797441,1.964363899110717,4.188292981879756
3997,26360101,0.3459134748260869,0.6318914768695653,0.010112922739130436,0.49382002417391296,H-kingdom | Smart Home | Cozy renovated,42.38931274836503,-70.9959481816922,100.0,East Boston,1.7795825971909036,5.38216898678883,5.301408222202141,4.4816801746313635,7.344621947360609
143,801722,0.34589531246875005,0.62107343753125,0.022575520843750002,0.4697333854375,$99 Special!!  Minutes to Center!  Private Space,42.32819243642796,-71.09404877118986,96.0,Roxbury,5.036055077176077,1.3683156295650198,1.435103582124704,2.0923158594869795,4.270531265110816
149,851927,0.3458901162083334,0.6416560147083333,0.006506696416666667,0.5209362495,♥ Transit Score 100 & Walk Score  98! ♥,42.345594484534246,-71.07488059741611,98.0,South End,3.615968410061328,0.4636278841104198,0.4053858812431261,0.563083527584948,4.063160923767822
3083,21770176,0.3458030302727273,0.6434393939999999,0.010757575727272728,0.4037295454545454,Modern and bright 1BR in Fort Point/Seaport,42.34816227298987,-71.049680290673,100.0,South Boston Waterfront,2.3787675428390567,1.7531808528770356,1.6827589642945406,0.821821388038959,5.081092909222667
2200,17922433,0.34579649972222215,0.6418152076388888,0.004307484583333333,0.4754441042499999,Airy 1BR in Fenway by Sonder,42.34537839320561,-71.10201920611945,95.0,Fenway,4.932845563564774,0.9335946340853652,1.005883033911437,1.8930471443048487,3.0653406396989444
3561,23642565,0.34577192973684207,0.6227122807894737,0.0052,0.43288192984210533,Bi level condo in the heart of Southie,42.338670178611565,-71.05184884561413,99.0,South Boston,2.8519199794716856,1.7257541620191492,1.6757337312409,1.0466661997526638,5.306264209424499
4036,26502776,0.3457038462307693,0.6456359889230769,0.008660164846153846,0.4670821153846154,Beacon Hill Penthouse★New Luxury Renovation★5 Star,42.35751741095412,-71.07120646782406,99.0,Beacon Hill,3.202515481911938,0.9977961558896986,0.9209287855865259,0.598885427499851,3.80891772667578
4219,27640582,0.3456865078333333,0.6463134921666666,0.007944444333333333,0.5840646825000001,Cozy studio Apt in Bay Back (Copley square area),42.352183174331344,-71.0808510712638,100.0,Back Bay,3.763123154499721,0.420214807725221,0.3581982130651893,0.7984926373445315,3.552880947583797
3192,22150316,0.34564423083333323,0.6325301281666668,0.021825641000000003,0.3735953846666667,Playful 2BR in South End by Sonder,42.33635789860025,-71.06960583924341,87.0,South End,3.6758288707235134,1.0117151983710846,0.9956303900889654,0.9587751610265541,4.6710472648263615
1669,14474750,0.3455935695074627,0.6419703204626864,0.012439841388059703,0.4218372407014926,Third Floor Suite- 2 bedrooms with private bath.,42.31179031925349,-71.12132702991566,97.0,Jamaica Plain,6.821035338450981,3.0706359807970207,3.1471606712903175,3.8838520235314116,4.816011665274734
847,7475052,0.345549418369863,0.626659975,0.015240188082191781,0.4345519808630138,"Comfortable Studio in Back Bay, on Newbury St, .#7",42.350834155075496,-71.08358745654597,95.0,Back Bay,3.922242550915044,0.2983504409522982,0.260588230012164,0.9253228092216399,3.489965636284105
3908,25787225,0.3454875,0.6358187500000001,0.01869375,0.35420937500000005,"Private Bedroom, 2 twin beds. Walk to Red Line T",42.284412324349354,-71.07228145622746,93.0,Dorchester,6.458207427866259,4.327262284047694,4.361406240476136,4.534548330481167,7.449236324930558
301,2292495,0.34545424990322565,0.6293597798225805,0.019813620064516133,0.4444126747419356,furnished 1 bed apartment copley #5,42.340323325982965,-71.0757153441531,95.0,South End,3.8079864820979186,0.5968137520994597,0.5855677583322554,0.8422195349604221,4.255397029431034
1767,15016872,0.34544239336065585,0.6366432864918034,0.014628605868852458,0.49125225167213105,Beautiful new bright Boston cozy studio,42.342862731446,-71.1569988718378,99.0,Brighton,7.707487066529008,3.7538697870360473,3.8250000699710025,4.707230808363029,2.7456109329467893
2128,17472272,0.34540000000000004,0.5997833335,0.0548166665,0.42403333350000005,HUGE 3000+ sqft Home in Boston,42.29103386162755,-71.14199481109634,100.0,West Roxbury,8.512691246297024,4.8513396338694905,4.927454828797687,5.643527316072618,6.165118622319442
1714,14744525,0.34535874951219514,0.6389026519512194,0.009648625634146339,0.4835520634634145,Chic 2BR in Financial District by Sonder,42.35809764308189,-71.05490794454491,94.0,Downtown,2.3763465738123775,1.6836030319431075,1.603042704919291,0.784697598095883,4.567890758927374
2589,19672185,0.34533599989759034,0.6277307146084338,0.015018351331325298,0.4442657301024094,3rd Floor Efficiency Perfect for City Explorers,42.374795728097226,-71.03404083589552,96.0,East Boston,1.4027331136662473,3.2110713850948,3.130622262266321,2.355930795654831,5.383370565612865
1574,13874533,0.34530873257926825,0.6404850464573173,0.011205749134146339,0.46118815184756107,MiniStudio w/Parking Close to Dwntn,42.375658664017465,-71.03266072695862,94.0,East Boston,1.3693306492329342,3.3033620787934,3.2229224844780786,2.4477275716152245,5.449940198613947
882,7635616,0.3453006130306123,0.6423874018673467,0.012313102714285712,0.4686543660714285,Charming & Stylish Studio on Beacon Hill #9,42.35960059714639,-71.06390773536619,92.0,Beacon Hill,2.8105643962207805,1.3630785961086007,1.2833884562245772,0.6734814404584599,4.099531400402635
468,4287989,0.3452857142857143,0.6476857142857143,0.007048979571428571,0.5221518365714285,One bedroom Condo with two decks!,42.33179070101675,-71.03818897627632,93.0,South Boston,2.7546532567432367,2.549504128094244,2.505086050869129,1.8787097057010107,6.15152657334131
4286,28033510,0.3452807692307692,0.6239384615384616,0.015396153846153846,0.4359482051538461,Warm & Private Stay in Brighton/Bos w/FREE parking,42.34406258139324,-71.14837020039826,98.0,Brighton,7.25807687689655,3.3078893072338893,3.3784330421230035,4.259354395987986,2.5488773498799175
621,5690640,0.345261111,0.6530722222500001,0.0016666667499999998,0.43252555549999994,Historic Beacon Hill 1+ BR Apt,42.358415084888904,-71.06891422209479,95.0,Beacon Hill,3.0764255526501807,1.122151592653308,1.0442070338295528,0.6110329917793447,3.891530464047271
773,6854216,0.34525,0.65475,0.0,0.57045,Modern condo and roof deck with view of Boston,42.34230505419004,-71.08206418638986,100.0,South End,4.043236477609358,0.304691472439297,0.33473169425593974,0.9953296616409862,3.9207732872177004
4424,28656599,0.3451854413478261,0.6413712120869566,0.013444795782608697,0.5105718379565216,Deluxe Studio in a great location and Harbor view!,42.36197877229005,-71.06486500018454,99.0,West End,2.83985967751181,1.443507592499896,1.3657594983235646,0.8330724059754208,3.9986063597666988
2686,20256823,0.34516618769444435,0.6428636068518517,0.011968353611111109,0.43412752121296305,Charlestown Spacious & Open Luxury Two Bedroom,42.3757090664894,-71.05518497939113,88.0,Charlestown,2.4351982622239543,2.4926206420350914,2.417676820260448,1.8574922684616746,4.299550942405717
4647,29703946,0.34515000000000007,0.6228264957692308,0.03210042730769231,0.35149091876923083,On the hill!,42.348745498623146,-71.16509444993727,91.0,Brighton,8.044657745791822,4.162555084320489,4.229333523793328,5.096868249388912,2.5572957964654486
4069,26778714,0.345142857,0.470857143,0.041142857000000005,0.372542857,Restaurant Row Retreat,42.34361325283136,-71.07353318632225,100.0,South End,3.607717758667493,0.5649606584987774,0.5205676552729773,0.5969172155978711,4.200151117179338
2733,20522665,0.3451323268545454,0.6423892387818182,0.008304116163636363,0.4850062968636363,Fenway Park walk ★ 1 Free Parking Spot ★ No stairs,42.34476203878872,-71.09885743231189,98.0,Fenway,4.790438910672479,0.7778818418309282,0.8525882129066495,1.7418099146751342,3.2002855799418515
371,3343428,0.34510563312138715,0.6408958129132946,0.0113454912716763,0.4783712337745667,Brownstone Custom Bedroom Park & Garden Views by T,42.329530048891094,-71.09275134846088,99.0,Roxbury,4.931855588564855,1.257892899303455,1.3238104119560967,1.9798743796948854,4.229811819937888
2811,20817323,0.3450177871176471,0.6346214285882353,0.020350980411764707,0.48569318623529417,14 Gloucester St #2A By Lyon Apartments,42.35155260943855,-71.08422439419432,94.0,Back Bay,3.9412247239451212,0.34816469018238483,0.3166505224394872,0.9623932737925306,3.434612270863901
1187,10299047,0.3450071144761904,0.6241826247619049,0.008976927476190477,0.49095683388095235,2BR near subway in eclectic Boston neighborhood,42.31308411868998,-71.10511677573426,93.0,Jamaica Plain,6.087820084782552,2.5516575746460903,2.6202660911328683,3.2509952843114185,4.954331434119514
4573,29390609,0.345,0.655,0.0,0.4876291666666667,The Verdiana,42.29381733447678,-71.060419294955,100.0,Dorchester,5.596574893098398,3.830235308479911,3.85074955482238,3.88122530898052,7.1995610445725005
4040,26532751,0.345,0.655,0.0,0.502266667,January 1st Great for college student UMASS BOSTON,42.290095384730634,-71.0684786949162,100.0,Dorchester,6.021021177172171,3.973042381942292,4.002649589349763,4.131903784798987,7.1985002164377505
1222,11016623,0.3449840746899223,0.6429491417364344,0.0074127322480620145,0.46142138089147283,1 Bed: Best Location In The City!,42.357888814668456,-71.06311027445885,97.0,Beacon Hill,2.7903405599263857,1.3204522960653233,1.2398994307331725,0.5640949864139305,4.180173769067839
4331,28286026,0.34498260076923076,0.6275998168076923,0.017792582423076925,0.4373464652307692,FANTASTIC 1Bed 1 BR South End close to everything!,42.34048585761585,-71.07353319859438,98.0,South End,3.703770864617491,0.6725210728269041,0.6502113489501027,0.768662546417854,4.333868254939808
1312,12040113,0.3448890970891091,0.6382874205346537,0.012689598960396039,0.4403643085247524,"Cozy, Clean, Convenient. Private 4 rm, 2 bdrm APT",42.270814085171104,-71.07940139443971,96.0,Mattapan,7.455567013140992,5.230025229300877,5.270752797644349,5.505887165176493,8.151279066985609
2992,21498863,0.3448467033076923,0.6329673992692307,0.022188461538461542,0.47310099819230766,102 Chandler Street Apartment 7,42.346748706693305,-71.07391174306694,95.0,South End,3.540100503127909,0.5090995056803971,0.4414841171484456,0.4805544351239493,4.057252398507622
3918,25842231,0.3448297335238094,0.6379947562619048,0.011220483761904761,0.44884826528571425,Best of neighborhood feel and city access,42.344870127151,-71.08012728304807,99.0,Back Bay,3.883729674690698,0.22189394885736083,0.19898331543545333,0.8234568445060262,3.8809315046102353
482,4410765,0.34482962966666664,0.6427305555000001,0.012439814833333333,0.45934675933333335,"Great Location & value, big 3 Bed,Near Colleges",42.35365396271907,-71.14827415262265,87.0,Brighton,7.1464813292564795,3.334975743761735,3.3964248872569454,4.242719168320152,1.9016271279071788
2170,17669015,0.34480184473239445,0.6370364944788734,0.01580828409859155,0.4564079969436619,"LOCATION! Modern Boston Apt, Whole Foods, Train",42.37424406798445,-71.06419607530228,94.0,Charlestown,2.8573124921656743,2.1621766495929298,2.0925279366525427,1.6803410498050029,3.8495839206273277
2690,20281210,0.3447940172,0.6398495726,0.015341025800000001,0.4880018802,Private Boston Apartment - Amazing View!,42.358365693778296,-71.06208934551707,100.0,Downtown,2.732843230397266,1.382053021221362,1.3014796949630636,0.6093559802978931,4.216795648485761
6,9765,0.3447698412222222,0.6552301587777777,0.0,0.4602576718888889,[1294] Grand Studio - South End,42.34259444459376,-71.07942070179357,89.0,South End,3.9112751919076594,0.3531261042851218,0.35173121018013065,0.8715476442104664,4.0093180235208745
1869,15420883,0.34468198981481485,0.6437322907407408,0.011579546592592593,0.49407198833333343,Comfortable south end home.,42.340636434151655,-71.07877768225299,95.0,South End,3.9384854280641015,0.4818119860053962,0.4882262538110061,0.9321372092394875,4.1229701036622455
3684,24326482,0.34466666700000004,0.655333333,0.0,0.503166667,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,42.345506635401065,-71.09977082908135,100.0,Fenway,4.81999792878305,0.8181378778255689,0.890553053986719,1.7780822164026489,3.130860664428805
1687,14575184,0.34465426740000005,0.6403092124499998,0.015031361416666666,0.4248401233166667,Spacious studio in Beacon Hill!,42.359469145422615,-71.06362147193072,93.0,Beacon Hill,2.7974328943481868,1.36814449801755,1.2882965512755673,0.6665004099168953,4.116433158595479
1996,16288361,0.34464054408333317,0.6379753378809522,0.00907909930952381,0.4873008596984126,*Spacious2beds*/free parking Boston,42.3403156096066,-71.08101445281075,96.0,South End,4.051266432652119,0.45192035461043745,0.4774865845473233,1.0324395023407629,4.053179304181956
4254,27893040,0.34461597225,0.6553840277499998,0.0,0.45207222225,Newly renovated South End 2 bedroom apartment,42.332461782949295,-71.07957231065376,98.0,Roxbury,4.250395968445453,0.9944716645940637,1.0244895562426501,1.4025424576331615,4.490085000348462
904,7832890,0.3446122973636362,0.6471500940545453,0.008239426772727274,0.45827545473636355,Comfy Beacon Hill Studio Great for Work Travel #7,42.3594170554889,-71.06232329883342,93.0,Downtown,2.732325747463728,1.4168543916772152,1.336641502770018,0.6760745960161453,4.179986291073872
3093,21788079,0.34461131047368415,0.6290429292894738,0.026315058500000002,0.43829292731578934,Washington 306 | 1BR 1BA | Emerald Necklace,42.30816348182167,-71.10615865513836,95.0,Jamaica Plain,6.337640263279062,2.883209359146054,2.9503256901345103,3.55397132739681,5.2565662387835115
1349,12351909,0.34461062075000004,0.6448613247434217,0.009208536967105265,0.4978027130131578,Freshly Renovated Studio by T - EZ Marathon Access,42.328078811425534,-71.09619934319932,96.0,Roxbury,5.134857868062542,1.4210367773151598,1.490731736080305,2.1759709116690806,4.218967121379231
3922,25871107,0.3445416666666667,0.5881458333333334,0.06731250000000001,0.4622222221666667,South End Condos 1BD,42.34463460285306,-71.06247637329089,77.0,South End,3.069458447072264,1.1020412982388235,1.040661337542168,0.3974258648908097,4.626083622094077
