,host_response_time,host_response_rate,host_is_superhost,host_verification_level,neighbourhood_cleansed,host_identity_verified,is_location_exact,instant_bookable,property_type,room_type,bed_type,Wifi,Heating,Essentials,Smoke detector,Kitchen,Carbon monoxide detector,Hangers,Air conditioning,Shampoo,Hair dryer,price,security_deposit,cleaning_fee,extra_people,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,cancellation_policy,reviews_per_month
5110,1.0,99.0,1,3.0,Downtown,0,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,200.0,200.0,75.0,25.0,37.0,96.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,8.41
5112,3.0,86.0,0,9.0,Fenway,1,0,1,Condominium,Private room,Real Bed,,,,,,,,,,,105.0,500.0,75.0,0.0,6.0,93.0,9.0,10.0,10.0,10.0,moderate,1.44
5113,1.0,100.0,0,7.0,Back Bay,1,1,0,Apartment,Private room,Real Bed,,,,,,,,,,,128.0,0.0,5.0,15.0,3.0,87.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.71
5114,1.0,100.0,0,5.0,Brighton,1,1,1,Condominium,Entire home/apt,Real Bed,,,,,,,,,,,120.0,500.0,100.0,0.0,9.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.85
5115,1.0,100.0,1,4.0,Fenway,0,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,290.0,100.0,80.0,25.0,28.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,5.75
5116,1.0,96.0,0,6.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,234.0,400.0,124.0,5.0,5.0,88.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,1.03
5118,1.0,100.0,1,7.0,North End,0,0,1,Condominium,Entire home/apt,Real Bed,,,,,,,,,,,200.0,0.0,25.0,0.0,45.0,98.0,10.0,10.0,10.0,10.0,flexible,9.93
5120,1.0,100.0,1,7.0,Brighton,0,1,0,Apartment,Private room,Real Bed,,,,,,,,,,,50.0,0.0,12.0,10.0,17.0,99.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,3.49
5122,3.0,84.0,0,1.0,Allston,0,0,0,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,100.0,0.0,25.0,25.0,11.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,3.2
5127,1.0,100.0,1,6.0,Beacon Hill,0,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,165.0,150.0,75.0,0.0,19.0,99.0,10.0,10.0,10.0,10.0,flexible,4.32
5128,1.0,96.0,0,6.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,302.0,400.0,154.0,5.0,9.0,96.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.0
5129,1.0,96.0,0,6.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,229.0,400.0,124.0,5.0,1.0,100.0,8.0,8.0,10.0,10.0,strict_14_with_grace_period,0.21
5130,1.0,96.0,0,6.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,229.0,400.0,124.0,5.0,2.0,100.0,10.0,10.0,10.0,8.0,strict_14_with_grace_period,0.67
5131,1.0,96.0,0,6.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,235.0,400.0,124.0,5.0,1.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.21
5132,1.0,96.0,0,6.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,283.0,400.0,154.0,5.0,10.0,92.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.21
5133,1.0,96.0,0,6.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,229.0,400.0,124.0,5.0,3.0,100.0,10.0,9.0,10.0,10.0,strict_14_with_grace_period,0.63
5134,1.0,96.0,0,6.0,Chinatown,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,187.0,400.0,93.0,5.0,9.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.14
5135,1.0,96.0,0,6.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,229.0,400.0,124.0,5.0,3.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.64
5136,2.0,100.0,0,3.0,East Boston,0,0,0,Loft,Entire home/apt,Real Bed,,,,,,,,,,,150.0,0.0,60.0,50.0,3.0,100.0,10.0,10.0,10.0,10.0,moderate,0.99
5137,1.0,100.0,0,10.0,Back Bay,1,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,150.0,100.0,50.0,0.0,10.0,98.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,2.05
5138,1.0,100.0,0,5.0,Brighton,0,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,47.0,0.0,20.0,20.0,15.0,88.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,3.36
5139,2.0,100.0,0,5.0,Mission Hill,1,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,350.0,500.0,200.0,25.0,2.0,90.0,8.0,9.0,9.0,10.0,strict_14_with_grace_period,0.44
5140,1.0,100.0,1,9.0,Hyde Park,1,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,72.0,0.0,35.0,10.0,28.0,96.0,10.0,10.0,10.0,9.0,moderate,6.0
5141,1.0,100.0,0,5.0,Brighton,1,1,1,Condominium,Entire home/apt,Real Bed,,,,,,,,,,,200.0,500.0,165.0,25.0,12.0,97.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.47
5143,1.0,100.0,0,6.0,Chinatown,0,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,200.0,0.0,65.0,30.0,9.0,100.0,10.0,10.0,10.0,10.0,flexible,2.21
5144,1.0,99.0,0,9.0,South Boston Waterfront,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,359.0,300.0,89.0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,strict,1.0
5145,1.0,99.0,0,9.0,South Boston Waterfront,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,359.0,300.0,89.0,30.0,1.0,20.0,6.0,2.0,2.0,10.0,strict,0.36
5147,1.0,99.0,0,9.0,South Boston Waterfront,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,450.0,500.0,129.0,30.0,4.0,100.0,10.0,10.0,10.0,10.0,strict,4.0
5149,1.0,99.0,0,9.0,Downtown,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,209.0,300.0,89.0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,strict,1.0
5151,1.0,99.0,0,9.0,Downtown,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,209.0,300.0,89.0,30.0,1.0,100.0,10.0,8.0,10.0,10.0,strict,1.0
5153,1.0,99.0,0,9.0,South Boston Waterfront,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,359.0,300.0,89.0,30.0,1.0,80.0,10.0,6.0,6.0,10.0,strict,1.0
5155,1.0,99.0,0,9.0,South Boston Waterfront,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,289.0,300.0,89.0,30.0,3.0,67.0,10.0,10.0,7.0,10.0,strict,1.43
5156,1.0,99.0,0,9.0,South Boston Waterfront,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,450.0,500.0,129.0,30.0,4.0,90.0,10.0,10.0,10.0,10.0,strict,3.08
5157,1.0,99.0,0,9.0,South Boston Waterfront,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,289.0,300.0,89.0,30.0,3.0,93.0,10.0,10.0,10.0,9.0,strict,1.14
5158,1.0,99.0,0,9.0,South Boston Waterfront,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,289.0,300.0,89.0,30.0,2.0,100.0,10.0,10.0,10.0,10.0,strict,0.95
5160,1.0,100.0,1,2.0,Dorchester,0,1,0,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,65.0,150.0,75.0,25.0,27.0,96.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,5.96
5162,2.0,90.0,0,6.0,Hyde Park,0,1,1,House,Private room,Real Bed,,,,,,,,,,,65.0,150.0,30.0,25.0,4.0,95.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.4
5163,1.0,100.0,0,4.0,Allston,0,0,1,Apartment,Private room,Real Bed,,,,,,,,,,,75.0,0.0,80.0,0.0,3.0,87.0,9.0,9.0,9.0,9.0,strict_14_with_grace_period,0.86
5164,1.0,100.0,0,4.0,North End,0,1,0,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,129.0,0.0,120.0,0.0,13.0,94.0,9.0,9.0,10.0,10.0,strict_14_with_grace_period,3.28
5165,1.0,100.0,0,4.0,North End,0,1,0,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,129.0,0.0,120.0,0.0,14.0,99.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,3.65
5166,1.0,100.0,0,4.0,North End,0,1,0,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,129.0,0.0,120.0,0.0,13.0,97.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,3.28
5167,1.0,100.0,0,4.0,North End,0,1,0,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,99.0,0.0,100.0,0.0,17.0,99.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,4.18
5168,1.0,100.0,1,7.0,Brighton,0,1,0,Apartment,Private room,Real Bed,,,,,,,,,,,56.0,0.0,12.0,10.0,10.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.22
5169,1.0,96.0,0,6.0,Brighton,1,0,1,Apartment,Private room,Real Bed,,,,,,,,,,,74.0,100.0,29.0,40.0,1.0,60.0,2.0,10.0,10.0,10.0,flexible,0.22
5170,1.0,100.0,0,2.0,Brighton,0,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,250.0,500.0,70.0,35.0,17.0,96.0,10.0,10.0,10.0,10.0,moderate,3.75
5171,1.0,98.0,1,1.0,East Boston,0,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,55.0,200.0,20.0,10.0,53.0,99.0,10.0,10.0,10.0,9.0,moderate,11.36
5172,1.0,98.0,1,1.0,East Boston,0,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,55.0,200.0,20.0,10.0,41.0,100.0,10.0,10.0,10.0,9.0,moderate,10.0
5173,1.0,98.0,1,1.0,East Boston,0,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,55.0,200.0,20.0,10.0,49.0,99.0,10.0,10.0,10.0,10.0,moderate,11.4
5174,1.0,98.0,1,1.0,East Boston,0,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,55.0,200.0,20.0,10.0,51.0,100.0,10.0,10.0,10.0,9.0,moderate,12.64
5175,1.0,98.0,1,1.0,East Boston,0,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,55.0,200.0,20.0,10.0,55.0,97.0,10.0,10.0,10.0,9.0,moderate,11.87
5176,1.0,100.0,0,2.0,Brighton,0,1,1,House,Entire home/apt,Real Bed,,,,,,,,,,,169.0,0.0,120.0,25.0,1.0,100.0,10.0,8.0,8.0,10.0,flexible,0.73
5178,1.0,99.0,0,10.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,135.0,200.0,65.0,50.0,6.0,92.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.45
5179,1.0,96.0,0,6.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,277.0,400.0,154.0,5.0,5.0,88.0,9.0,10.0,9.0,10.0,strict_14_with_grace_period,1.34
5180,1.0,96.0,0,6.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,229.0,400.0,124.0,5.0,3.0,93.0,10.0,9.0,9.0,10.0,strict_14_with_grace_period,0.68
5181,1.0,100.0,0,7.0,Jamaica Plain,0,1,1,House,Private room,Real Bed,,,,,,,,,,,140.0,0.0,40.0,0.0,3.0,87.0,9.0,7.0,10.0,8.0,strict_14_with_grace_period,0.63
5182,1.0,100.0,1,6.0,Dorchester,0,0,1,Apartment,Private room,Real Bed,,,,,,,,,,,45.0,150.0,45.0,20.0,7.0,89.0,9.0,9.0,9.0,7.0,flexible,1.56
5183,1.0,100.0,1,6.0,Dorchester,0,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,45.0,150.0,45.0,20.0,7.0,100.0,10.0,10.0,10.0,8.0,flexible,2.12
5184,1.0,100.0,1,6.0,Dorchester,0,1,0,Apartment,Private room,Real Bed,,,,,,,,,,,45.0,150.0,45.0,20.0,20.0,96.0,10.0,10.0,10.0,8.0,flexible,4.41
5185,1.0,100.0,1,1.0,Brighton,0,1,0,House,Private room,Real Bed,,,,,,,,,,,75.0,0.0,0.0,50.0,8.0,98.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,1.9
5186,1.0,100.0,1,1.0,Brighton,0,1,0,House,Private room,Real Bed,,,,,,,,,,,75.0,0.0,0.0,50.0,8.0,95.0,10.0,9.0,10.0,9.0,strict_14_with_grace_period,1.79
5187,1.0,100.0,1,1.0,Brighton,0,1,0,House,Private room,Real Bed,,,,,,,,,,,75.0,0.0,0.0,50.0,6.0,97.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,1.45
5188,1.0,100.0,1,1.0,Brighton,0,1,0,House,Private room,Real Bed,,,,,,,,,,,75.0,0.0,0.0,50.0,6.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.32
5190,1.0,100.0,1,7.0,West End,0,1,0,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,140.0,100.0,75.0,50.0,23.0,99.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,5.48
5191,1.0,100.0,1,5.0,Jamaica Plain,0,1,0,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,135.0,0.0,50.0,50.0,13.0,100.0,10.0,10.0,10.0,10.0,moderate,2.79
5192,1.0,97.0,0,6.0,Brighton,0,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,55.0,0.0,25.0,5.0,9.0,89.0,9.0,9.0,9.0,8.0,moderate,1.96
5193,1.0,96.0,0,6.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,229.0,400.0,95.0,5.0,1.0,80.0,10.0,8.0,8.0,10.0,strict_14_with_grace_period,0.31
5194,1.0,83.0,0,4.0,Back Bay,1,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,180.0,0.0,0.0,0.0,14.0,76.0,8.0,8.0,6.0,10.0,strict_14_with_grace_period,3.23
5195,1.0,100.0,0,2.0,Dorchester,0,1,1,Condominium,Entire home/apt,Real Bed,,,,,,,,,,,199.0,0.0,75.0,20.0,4.0,95.0,10.0,10.0,10.0,10.0,flexible,0.96
5196,1.0,100.0,0,7.0,Jamaica Plain,0,1,1,House,Shared room,Real Bed,,,,,,,,,,,50.0,0.0,30.0,50.0,1.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.39
5197,1.0,100.0,1,1.0,Dorchester,0,1,0,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,155.0,0.0,65.0,50.0,11.0,100.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,3.06
5198,1.0,100.0,0,7.0,Jamaica Plain,1,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,87.0,0.0,0.0,0.0,3.0,100.0,9.0,8.0,9.0,9.0,flexible,0.72
5200,1.0,97.0,0,6.0,Brighton,0,0,0,Apartment,Private room,Real Bed,,,,,,,,,,,61.0,0.0,25.0,5.0,5.0,92.0,10.0,10.0,10.0,9.0,flexible,1.11
5201,1.0,97.0,1,5.0,East Boston,1,1,0,Apartment,Private room,Real Bed,,,,,,,,,,,125.0,0.0,0.0,0.0,17.0,96.0,10.0,9.0,10.0,10.0,strict_14_with_grace_period,3.83
5202,1.0,100.0,0,7.0,Mattapan,0,1,1,House,Private room,Real Bed,,,,,,,,,,,47.0,0.0,36.0,0.0,4.0,100.0,10.0,10.0,10.0,10.0,moderate,0.92
5203,1.0,100.0,0,7.0,Mattapan,0,1,1,House,Private room,Real Bed,,,,,,,,,,,47.0,0.0,36.0,0.0,3.0,100.0,10.0,10.0,10.0,9.0,moderate,0.68
5205,1.0,98.0,0,8.0,Jamaica Plain,0,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,149.0,0.0,69.0,0.0,26.0,94.0,9.0,9.0,10.0,10.0,strict_14_with_grace_period,5.57
5206,1.0,100.0,0,8.0,North End,0,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,183.0,0.0,45.0,0.0,34.0,85.0,9.0,10.0,9.0,9.0,strict_14_with_grace_period,8.03
5207,1.0,96.0,0,5.0,Brighton,0,1,1,House,Private room,Real Bed,,,,,,,,,,,60.0,0.0,10.0,5.0,14.0,91.0,9.0,10.0,10.0,9.0,moderate,3.28
5208,2.0,88.0,1,5.0,Dorchester,1,0,1,House,Entire home/apt,Real Bed,,,,,,,,,,,219.0,0.0,180.0,30.0,11.0,96.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,2.58
5210,1.0,96.0,0,5.0,Brighton,0,1,1,House,Private room,Real Bed,,,,,,,,,,,55.0,0.0,10.0,5.0,20.0,94.0,10.0,10.0,10.0,9.0,moderate,4.32
5211,1.0,96.0,0,5.0,Brighton,0,1,1,House,Private room,Real Bed,,,,,,,,,,,60.0,0.0,10.0,0.0,34.0,91.0,9.0,10.0,10.0,9.0,moderate,7.5
5212,1.0,96.0,0,5.0,Brighton,0,1,1,House,Private room,Real Bed,,,,,,,,,,,80.0,0.0,10.0,5.0,36.0,87.0,9.0,10.0,9.0,9.0,moderate,7.77
5213,3.0,100.0,0,3.0,South End,0,1,1,Serviced apartment,Entire home/apt,Real Bed,,,,,,,,,,,187.0,0.0,88.0,0.0,4.0,100.0,10.0,10.0,10.0,10.0,moderate,1.09
5214,1.0,100.0,1,1.0,Brighton,0,1,0,House,Private room,Real Bed,,,,,,,,,,,75.0,0.0,0.0,50.0,10.0,98.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,2.24
5217,1.0,100.0,0,2.0,Roxbury,0,1,0,House,Private room,Real Bed,,,,,,,,,,,95.0,200.0,45.0,25.0,8.0,95.0,10.0,10.0,10.0,8.0,moderate,1.79
5218,3.0,100.0,0,3.0,East Boston,0,0,0,Apartment,Private room,Real Bed,,,,,,,,,,,40.0,0.0,0.0,0.0,1.0,80.0,8.0,10.0,8.0,8.0,flexible,0.25
5219,1.0,100.0,0,5.0,Dorchester,0,0,1,Condominium,Private room,Real Bed,,,,,,,,,,,75.0,0.0,29.0,49.0,10.0,78.0,9.0,10.0,9.0,7.0,flexible,2.27
5220,1.0,100.0,0,5.0,Dorchester,0,0,1,Condominium,Private room,Real Bed,,,,,,,,,,,75.0,0.0,29.0,49.0,7.0,100.0,10.0,10.0,10.0,9.0,flexible,1.58
5221,4.0,0.0,1,2.0,East Boston,0,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,50.0,0.0,20.0,20.0,10.0,100.0,9.0,10.0,10.0,10.0,flexible,2.21
5222,1.0,97.0,0,6.0,Brighton,0,0,1,Apartment,Private room,Real Bed,,,,,,,,,,,58.0,0.0,25.0,5.0,3.0,87.0,9.0,9.0,9.0,7.0,flexible,0.69
5223,1.0,96.0,0,8.0,Back Bay,1,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,599.0,250.0,105.0,0.0,1.0,100.0,8.0,10.0,10.0,10.0,strict_14_with_grace_period,1.0
5224,1.0,96.0,0,6.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,185.0,400.0,124.0,5.0,11.0,96.0,10.0,10.0,9.0,9.0,strict_14_with_grace_period,2.43
5226,1.0,100.0,1,2.0,Fenway,0,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,190.0,0.0,85.0,0.0,25.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,5.77
5228,1.0,100.0,1,5.0,Dorchester,0,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,100.0,100.0,25.0,25.0,8.0,100.0,10.0,10.0,10.0,10.0,flexible,1.8
5229,1.0,97.0,0,9.0,East Boston,1,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,250.0,500.0,100.0,35.0,6.0,100.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,4.5
5230,1.0,100.0,0,3.0,Jamaica Plain,0,0,0,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,150.0,0.0,20.0,15.0,7.0,97.0,10.0,10.0,10.0,9.0,moderate,1.69
5231,1.0,100.0,0,7.0,Mattapan,0,1,1,House,Private room,Real Bed,,,,,,,,,,,32.0,0.0,36.0,0.0,5.0,84.0,10.0,10.0,8.0,9.0,moderate,1.38
5232,1.0,95.0,0,9.0,Back Bay,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,231.0,0.0,150.0,0.0,1.0,100.0,10.0,10.0,10.0,10.0,flexible,0.34
5233,1.0,100.0,0,7.0,Jamaica Plain,0,1,1,House,Shared room,Real Bed,,,,,,,,,,,50.0,0.0,30.0,50.0,1.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.39
5234,1.0,99.0,0,10.0,Fenway,0,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,99.0,100.0,45.0,0.0,5.0,96.0,8.0,9.0,10.0,10.0,strict_14_with_grace_period,1.11
5239,1.0,100.0,1,7.0,Dorchester,1,1,1,House,Private room,Real Bed,,,,,,,,,,,48.0,0.0,15.0,15.0,4.0,100.0,10.0,10.0,10.0,10.0,moderate,1.21
5240,1.0,100.0,0,2.0,Roxbury,0,1,0,House,Private room,Real Bed,,,,,,,,,,,65.0,200.0,45.0,25.0,5.0,96.0,10.0,10.0,10.0,10.0,moderate,1.2
5241,1.0,100.0,1,5.0,Dorchester,0,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,100.0,100.0,25.0,25.0,7.0,100.0,10.0,9.0,10.0,10.0,flexible,1.76
5243,1.0,100.0,0,5.0,East Boston,1,1,1,Condominium,Entire home/apt,Real Bed,,,,,,,,,,,130.0,200.0,79.0,15.0,9.0,93.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,2.57
5244,1.0,100.0,0,2.0,Brighton,0,1,1,House,Private room,Real Bed,,,,,,,,,,,220.0,0.0,0.0,0.0,3.0,100.0,10.0,10.0,10.0,10.0,moderate,0.8
5245,1.0,100.0,0,6.0,East Boston,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,175.0,0.0,30.0,15.0,34.0,92.0,10.0,10.0,9.0,10.0,flexible,7.56
5246,1.0,100.0,0,5.0,East Boston,1,1,1,Condominium,Entire home/apt,Real Bed,,,,,,,,,,,103.0,200.0,79.0,15.0,11.0,95.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,2.52
5247,4.0,0.0,0,7.0,Brighton,0,0,0,Apartment,Private room,Real Bed,,,,,,,,,,,150.0,0.0,0.0,0.0,1.0,20.0,6.0,2.0,2.0,6.0,flexible,0.22
5248,1.0,100.0,0,2.0,Roxbury,0,1,0,House,Private room,Real Bed,,,,,,,,,,,80.0,200.0,45.0,25.0,7.0,97.0,10.0,10.0,10.0,9.0,moderate,1.65
5249,1.0,100.0,0,6.0,East Boston,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,195.0,0.0,29.0,15.0,39.0,95.0,10.0,10.0,10.0,10.0,flexible,8.67
5250,1.0,100.0,0,6.0,East Boston,0,0,0,Loft,Entire home/apt,Real Bed,,,,,,,,,,,167.0,0.0,0.0,0.0,37.0,95.0,10.0,10.0,9.0,10.0,strict_14_with_grace_period,8.28
5252,1.0,95.0,0,9.0,South Boston Waterfront,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,214.0,0.0,150.0,0.0,1.0,100.0,10.0,8.0,8.0,10.0,flexible,0.54
5254,1.0,100.0,1,6.0,East Boston,1,1,1,House,Private room,Real Bed,,,,,,,,,,,40.0,0.0,20.0,0.0,31.0,99.0,10.0,10.0,10.0,10.0,moderate,9.49
5255,1.0,100.0,0,7.0,Allston,0,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,160.0,0.0,80.0,0.0,19.0,96.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,4.56
5256,1.0,100.0,0,7.0,Brighton,0,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,150.0,0.0,20.0,0.0,9.0,93.0,9.0,10.0,10.0,10.0,flexible,2.09
5257,1.0,100.0,1,7.0,Roxbury,0,1,1,Loft,Entire home/apt,Real Bed,,,,,,,,,,,100.0,0.0,10.0,0.0,15.0,100.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,4.46
5259,1.0,100.0,0,6.0,East Boston,0,0,0,Guest suite,Private room,Real Bed,,,,,,,,,,,100.0,0.0,0.0,0.0,4.0,100.0,10.0,10.0,10.0,10.0,flexible,1.06
5260,1.0,78.0,0,8.0,North End,0,1,0,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,120.0,300.0,45.0,0.0,4.0,93.0,9.0,9.0,10.0,10.0,flexible,0.9
5261,1.0,100.0,0,8.0,South End,0,0,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,175.0,0.0,10.0,0.0,5.0,100.0,9.0,10.0,10.0,10.0,flexible,1.2
5262,1.0,100.0,1,3.0,Dorchester,0,1,0,House,Private room,Real Bed,,,,,,,,,,,49.0,0.0,0.0,30.0,30.0,95.0,10.0,10.0,10.0,9.0,moderate,7.03
5263,1.0,100.0,1,5.0,Brighton,0,0,0,Apartment,Private room,Real Bed,,,,,,,,,,,44.0,0.0,7.0,15.0,14.0,97.0,9.0,10.0,10.0,9.0,moderate,3.85
5264,1.0,96.0,0,8.0,Back Bay,1,1,1,Apartment,Entire home/apt,Real Bed,,,,,,,,,,,499.0,250.0,105.0,0.0,1.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.94
5267,2.0,100.0,1,3.0,Jamaica Plain,0,1,1,House,Private room,Real Bed,,,,,,,,,,,68.0,100.0,20.0,20.0,10.0,100.0,10.0,10.0,10.0,10.0,moderate,2.54
5269,1.0,97.0,0,6.0,Brighton,0,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,43.0,0.0,25.0,10.0,4.0,100.0,10.0,10.0,10.0,10.0,moderate,0.94
5270,1.0,100.0,1,8.0,East Boston,1,0,1,Condominium,Entire home/apt,Real Bed,,,,,,,,,,,103.0,200.0,51.0,0.0,26.0,94.0,10.0,10.0,10.0,10.0,flexible,6.19
5271,1.0,100.0,1,8.0,East Boston,1,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,59.0,100.0,34.0,34.0,4.0,95.0,10.0,10.0,10.0,10.0,flexible,0.94
5272,1.0,100.0,1,8.0,East Boston,1,0,1,Apartment,Private room,Real Bed,,,,,,,,,,,53.0,100.0,34.0,0.0,6.0,93.0,10.0,10.0,10.0,9.0,flexible,1.41
5273,1.0,100.0,0,6.0,Dorchester,1,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,45.0,100.0,30.0,25.0,2.0,80.0,6.0,10.0,9.0,10.0,strict_14_with_grace_period,0.58
5274,1.0,100.0,0,6.0,Dorchester,1,1,1,Apartment,Private room,Real Bed,,,,,,,,,,,55.0,100.0,30.0,25.0,2.0,30.0,3.0,4.0,5.0,3.0,strict_14_with_grace_period,0.56
